# name, mass, radius, period, axis, eccentricity, inclination, angular_distance, publication_status_letter, discovered, updated, omega, tperi, detection_type, molecules, star.name, ra, dec, star.magnitude_v, star.magnitude_i, star.magnitude_j, star.magnitude_h, star.magnitude_k, star.distance, star.metallicity, star.mass, star.radius, star.spec_type, star.age, star.teff
HAT-P-21 b,4.063,1.024,4.124461,0.0494,0.228,87.2,0.000194,R,2010,2010-12-11,300.0,,detected by transit,,HAT-P-21,11:25:06.0,+41:01:41,11.46,,,,,254.0,0.01,0.947,1.105,G3,10.2,5588.0
HAT-P-22 b,2.147,1.08,3.21222,0.0414,0.016,86.9,0.000505,R,2010,2010-12-11,156.0,,detected by transit,,HAT-P-22,10:22:44.0,+50:07:42,9.73,,,,,82.0,0.24,0.916,1.04,G5,12.4,5302.0
HAT-P-23 b,2.09,1.368,1.212884,0.0232,0.106,85.1,5.9e-05,R,2010,2011-05-20,118.0,,detected by transit,,HAT-P-23,20:24:30.0,+16:45:44,11.94,,,,,393.0,0.15,1.13,1.203,G5,4.0,5905.0
HAT-P-24 b,0.685,1.242,3.35524,0.0465,0.067,88.6,0.000152,R,2010,2012-07-05,197.0,,detected by transit,,HAT-P-24,07:15:18.0,+14:15:44,11.82,,,,,306.0,-0.16,1.191,1.317,F8,2.8,6373.0
HAT-P-25 b,0.567,1.19,3.652836,0.0466,0.032,87.6,0.000157,R,2010,2010-12-11,271.0,,detected by transit,,HAT-P-25,03:13:45.0,+25:11:51,13.19,,,,,297.0,0.31,1.01,0.959,G5,3.2,5500.0
HAT-P-26 b,0.059,0.565,4.234516,0.0479,0.124,88.6,0.000357,S,2010,2010-10-07,54.0,,detected by transit,,HAT-P-26,00:00:00.0,+00:00:00,11.74,,,,,134.0,-0.04,0.816,0.788,K1,9.0,5079.0
HAT-P-27_WASP-40 b,0.66,1.055,3.0395721,0.0403,0.078,84.98,0.000198,R,2011,2011-01-25,63.0,,detected by transit,,HAT-P-27/WASP-40,14:51:04.0,+05:56:50,12.21,,,,,204.0,0.29,0.945,0.898,G8,4.4,5300.0
HAT-P-28 b,0.626,1.212,3.257215,0.0434,0.051,88.0,0.00011,R,2011,2011-03-09,233.0,,detected by transit,,HAT-P-28,00:52:00.0,+34:43:42,13.03,,,,,395.0,0.12,1.025,1.103,G3,6.1,5680.0
HAT-P-29 b,0.778,1.107,5.72318,0.0667,0.095,87.1,0.000207,R,2011,2011-03-09,169.0,,detected by transit,,HAT-P-29,02:12:31.0,+51:46:44,11.9,,,,,322.0,0.21,1.207,1.224,F8,2.2,6087.0
HAT-P-3 b,0.591,0.827,2.899703,0.03866,0.0,87.07,0.000297,R,2007,2011-03-26,,,detected by transit,,HAT-P-3,13:44:23.0,+48:01:43,11.86,,9.936,9.542,9.448,130.0,0.27,0.917,0.799,K,1.6,5185.0
HAT-P-30_WASP-51 b,0.711,1.34,2.810595,0.0419,0.035,83.6,0.000217,R,2011,2012-04-08,252.0,,detected by transit,,HAT-P-30/WASP-51,08:15:48.0,+05:50:12,10.42,,,,,193.0,-0.08,1.18,1.33,F,1.0,6250.0
HAT-P-31 b,2.171,1.07,5.005425,0.055,0.245,87.1,0.000155,R,2011,2011-06-08,274.3,,detected by transit,,HAT-P-31,18:06:09.0,+26:25:36,11.66,,,,,354.0,0.15,1.218,1.36,,3.17,6065.0
HAT-P-32 b,0.941,2.037,2.150009,0.0344,0.163,88.7,0.000108,R,2011,2012-07-05,52.0,,detected by transit,,HAT-P-32,02:01:10.0,+46:41:16,11.29,,,,,320.0,-0.16,1.176,1.387,F/G,3.8,6001.0
HAT-P-33 b,0.763,1.827,3.474474,0.0503,0.148,86.7,0.00012,R,2011,2011-06-10,96.0,,detected by transit,,HAT-P-33,07:32:44.0,+33:50:06,11.89,,,,,419.0,0.05,1.403,1.777,F,2.4,6401.0
HAT-P-34 b,3.328,1.107,5.452654,0.0677,0.441,87.1,0.000263,R,2012,2012-07-05,20.0,,detected by transit,,HAT-P-34,20:12:47.0,+18:06:18,10.16,,,,,257.0,0.22,1.392,1.535,,1.7,6442.0
HAT-P-35 b,1.054,1.332,3.646706,0.0498,0.025,87.3,9.3e-05,R,2012,2012-01-14,248.0,,detected by transit,,HAT-P-35,08:13:00.0,+04:47:13,12.46,,,,,535.0,0.11,1.236,1.435,,3.5,6096.0
HAT-P-36 b,1.832,1.264,1.327347,0.0238,0.063,86.0,7.5e-05,R,2012,2012-01-14,95.0,,detected by transit,,HAT-P-36,12:33:03.0,+44:54:55,12.26,,,,,317.0,0.26,1.022,1.096,,6.6,5580.0
HAT-P-37 b,1.169,1.178,2.797436,0.0379,0.058,86.9,9.2e-05,R,2012,2012-01-14,164.0,,detected by transit,,HAT-P-37,18:57:11.0,+51:16:09,13.23,,,,,411.0,0.03,0.929,0.877,,3.6,5500.0
HAT-P-38 b,0.267,0.825,4.640382,0.0523,0.067,88.3,0.00021,S,2012,2012-01-25,240.0,,detected by transit,,HAT-P-38,00:00:00.0,+00:00:00,12.56,,,,,249.0,0.06,0.886,0.923,G,10.1,5330.0
HAT-P-4 b,0.68,1.27,3.0565114,0.0446,0.0,89.67,0.000144,R,2007,2012-04-05,,,detected by transit,,HAT-P-4,15:19:58.0,+36:13:47,11.2,,,,,310.0,0.24,1.26,1.59,F,4.2,5860.0
HAT-P-5 b,1.06,1.252,2.788491,0.04079,0.0,86.75,0.00012,S,2007,2012-05-22,,,detected by transit,,HAT-P-5,18:17:37.0,+36:37:18,12.0,11.3,,,,340.0,0.24,1.163,1.137,,1.7,5960.0
HAT-P-6 b,1.057,1.33,3.853003,0.05235,0.0,85.51,0.000262,S,2007,2012-07-05,,,detected by transit,,HAT-P-6,23:39:06.0,+42:27:58,10.5,10.6,,,,200.0,-0.13,1.29,1.46,F,2.3,6570.0
HAT-P-7 b,1.8,1.421,2.2047298,0.0379,0.0,84.1,0.000118,R,2008,2012-07-05,,,detected by transit,,HAT-P-7,19:28:59.0,+47:58:10,10.5,,,,,320.0,0.26,1.47,1.84,,,6350.0
HAT-P-8 b,1.34,1.5,3.0763402,0.0449,0.0,87.8,0.000195,S,2008,2011-11-28,,,detected by transit,,HAT-P-8,22:52:10.0,+35:26:50,10.17,,,,,230.0,0.01,1.28,1.58,,3.4,6200.0
HAT-P-9 b,0.67,1.4,3.922814,0.053,0.0,86.5,0.00011,R,2008,2011-05-20,,,detected by transit,,HAT-P-9,07:20:40.0,+37:08:26,,,11.27,11.04,11.02,480.0,0.12,1.28,1.32,F,1.6,6350.0
HATS-1 b,1.855,1.302,3.446459,0.0444,0.12,85.6,0.000147,R,2012,2012-06-08,60.0,,detected by transit,,HATS-1,11:42:06.0,-23:21:17,12.05,,,,,303.0,-0.06,0.986,1.038,,6.0,5870.0
HD 100655 b,1.7,,157.57,0.76,0.085,,0.00623,R,2011,2011-11-17,132.0,2453072.4,detected by radial velocity,,HD 100655,11:35:04.0,+20:26:30,6.45,,,,,122.0,0.15,2.4,9.3,G9III,,4861.0
HD 100777 b,1.16,,383.7,1.03,0.36,,0.019508,R,2007,2007-04-07,202.7,53456.2,detected by radial velocity,,HD 100777,11:35:52.0,-04:45:21,8.42,,,,,52.8,0.27,1.0,,K0,2.0,5582.0
HD 10180 c,0.041217,,5.75979,0.0641,0.045,,0.001627,R,2010,2012-01-31,332.0,,detected by radial velocity,,HD 10180,01:37:54.0,-60:30:42,7.33,,,,,39.4,0.08,1.06,,G1V,4.3,5911.0
HD 10180 d,0.03696945,,16.3579,0.1286,0.088,,0.003264,R,2010,2012-01-31,315.0,,detected by radial velocity,,HD 10180,01:37:54.0,-60:30:42,7.33,,,,,39.4,0.08,1.06,,G1V,4.3,5911.0
HD 10180 e,0.07897304,,49.745,0.2699,0.026,,0.00685,R,2010,2012-01-31,166.0,,detected by radial velocity,,HD 10180,01:37:54.0,-60:30:42,7.33,,,,,39.4,0.08,1.06,,G1V,4.3,5911.0
HD 10180 f,0.07519743,,122.76,0.4929,0.135,,0.01251,R,2010,2012-01-31,332.0,,detected by radial velocity,,HD 10180,01:37:54.0,-60:30:42,7.33,,,,,39.4,0.08,1.06,,G1V,4.3,5911.0
HD 10180 g,0.06733159,,601.2,1.422,0.19,,0.036091,R,2010,2010-12-07,347.0,,detected by radial velocity,,HD 10180,01:37:54.0,-60:30:42,7.33,,,,,39.4,0.08,1.06,,G1V,4.3,5911.0
HD 10180 h,0.202624,,2222.0,3.4,0.08,,0.086294,R,2010,2010-12-07,174.0,,detected by radial velocity,,HD 10180,01:37:54.0,-60:30:42,7.33,,,,,39.4,0.08,1.06,,G1V,4.3,5911.0
HD 101930 b,0.3,,70.46,0.302,0.11,,0.009905,R,2005,2010-12-29,251.0,53145.0,detected by radial velocity,,HD 101930,11:43:30.0,-58:00:24,8.21,,,,,30.49,0.17,0.74,,K1 V,5.39,5079.0
HD 102117 b,0.172,,20.67,0.1532,0.106,,0.003648,R,2004,2006-11-25,283.0,10942.9,detected by radial velocity,,HD 102117,11:44:50.0,-58:42:13,7.47,,,,,42.0,0.3,1.03,1.27,G6V,6.21,5672.0
HD 102195 b,0.45,,4.113775,0.049,0.0,,0.001691,R,2005,2010-12-21,0.0,,detected by radial velocity,,HD 102195,11:45:42.0,+02:49:17,8.05,,,,,28.98,0.05,0.926,0.835,K0V,2.4,5291.0
HD 102272 b,5.9,,127.58,0.614,0.05,,0.001706,R,2008,2008-06-12,118.0,52146.5,detected by radial velocity,,HD 102272,11:46:24.0,+14:07:26,8.71,,6.9,6.4,6.26,360.0,0.26,1.9,10.1,K0,,4908.0
HD 102272 c,2.6,,520.0,1.57,0.68,,0.004361,R,2008,2008-06-12,320.0,54135.5,detected by radial velocity,,HD 102272,11:46:24.0,+14:07:26,8.71,,6.9,6.4,6.26,360.0,0.26,1.9,10.1,K0,,4908.0
HD 102329 b,5.9,,778.1,2.01,0.211,,0.012722,R,2011,2011-09-02,182.0,2455096.0,detected by radial velocity,,HD 102329,11:46:47.0,+03:28:27,8.04,,,,,158.0,0.3,1.95,6.3,,1.6,4830.0
HD 102365 b,0.05,,122.1,0.46,0.34,,0.049784,R,2011,2011-01-11,105.0,2450129.0,detected by radial velocity,,HD 102365,11:46:31.0,-40:30:01,4.89,,,,,9.24,-0.28,0.85,,G2V,9.0,5650.0
HD 102956 b,0.96,,6.495,0.081,0.048,,0.000643,R,2010,2010-07-28,12.0,2455346.0,detected by radial velocity,,HD 102956,11:51:23.0,+57:38:27,8.0,,,,,126.0,0.19,1.68,4.4,A,2.3,5054.0
HD 103197 b,0.098,,47.84,0.249,0.0,,0.005051,S,2009,2010-10-06,,,detected by radial velocity,,HD 103197,11:52:53.0,-50:17:34,9.41,,,,,49.3,0.21,0.9,,K1V,9.1,5303.0
HD 104067 b,0.186,,55.806,0.2643,0.0,,0.012707,R,2009,2011-07-05,,,detected by radial velocity,,HD 104067,11:59:10.0,-20:21:14,7.93,,,,,20.8,-0.06,0.791,,K2V,4.33,4969.0
HD 104985 b,6.3,,198.2,0.78,0.03,,0.007647,R,2003,2010-12-29,310.0,1900.0,detected by radial velocity,,HD 104985,12:05:15.0,+76:54:20,5.79,,,,,102.0,-0.35,1.6,10.87,G9 III,2.95,4786.0
HD 106252 b,7.56,,1600.0,2.7,0.47,166.7,0.072115,R,2002,2011-01-11,292.2,51871.0,detected by radial velocity,,HD 106252,12:13:29.0,+10:02:29,7.36,,,,,37.44,-0.078,0.96,1.09,G0,5.02,5754.0
HD 106270 b,11.0,,2890.0,4.3,0.402,,0.050648,R,2011,2011-09-02,15.4,2454830.0,detected by radial velocity,,HD 106270,12:13:37.0,-09:30:48,7.73,,,,,84.9,0.08,1.32,2.5,G5,4.3,5638.0
HD 10647 b,0.93,,1003.0,2.03,0.1,,0.117341,C,2003,2009-10-08,108.9,396.0,detected by radial velocity,,HD 10647,01:42:29.0,-53:44:27,5.52,,,,,17.3,-0.078,1.1,1.1,F8V,4.8,6039.0
HD 106515A b,10.5,,3630.0,,0.6,,,S,2011,2011-09-13,,,detected by radial velocity,,HD 106515A,12:15:07.0,-07:15:26,7.35,,,,,35.2,,,,G5,,
HD 10697 b,6.38,,1076.4,2.16,0.1,69.0,0.066339,R,2000,2010-10-19,108.9,396.0,detected by radial velocity,,HD 10697,01:44:55.0,+20:04:59,6.29,,,,,32.56,0.1,1.15,1.72,G5 IV,6.9,5641.0
HD 107148 b,0.21,,48.056,0.269,0.05,,0.005244,R,2006,2006-07-15,75.0,-31.0,detected by radial velocity,,HD 107148,12:19:13.0,-03:19:11,8.01,,,,,51.3,0.314,1.12,,G5,5.6,5797.0
HD 108147 b,0.261,,10.8985,0.102,0.53,,0.002645,R,2002,2009-10-06,308.0,828.86,detected by radial velocity,,HD 108147,12:25:46.0,-64:01:19,6.99,,,,,38.57,0.18,1.19,1.22,F8/G0 V,1.98,6067.0
HD 108863 b,2.6,,443.4,1.4,0.1,,0.010072,R,2011,2011-09-02,177.0,2455516.0,detected by radial velocity,,HD 108863,12:30:20.0,+21:56:54,7.89,,,,,139.0,0.2,1.85,5.6,K0,1.8,4956.0
HD 108874 b,1.36,,395.4,1.051,0.07,,0.015343,R,2003,2010-12-29,248.4,60131.5,detected by radial velocity,,HD 108874,12:30:26.0,+22:52:47,8.76,,,,,68.5,0.14,1.0,1.22,G5,7.26,5407.0
HD 108874 c,1.018,,1605.8,2.68,0.25,,0.039124,R,2005,2010-12-29,17.3,14584.8,detected by radial velocity,,HD 108874,12:30:26.0,+22:52:47,8.76,,,,,68.5,0.14,1.0,1.22,G5,7.26,5407.0
HD 109246 b,0.77,,68.27,0.33,0.12,,0.00503,R,2010,2010-06-28,235.0,54824.6,detected by radial velocity,,HD 109246,12:32:07.0,+74:29:22,8.77,,,,,65.6,0.1,1.01,1.02,GOV,,5844.0
HD 109749 b,0.28,,5.24,0.0635,0.01,,0.001076,C,2005,2010-12-23,0.0,,detected by radial velocity,,HD 109749,12:37:16.0,-40:48:43,8.1,,,,,59.0,0.25,1.2,,G3 IV,10.3,5610.0
HD 110014 b,11.09,,835.477,2.14,0.462,,0.023778,R,2009,2009-07-31,290.6,,detected by radial velocity,,HD 110014,12:39:14.0,-07:59:44,4.66,,,,,90.0,0.19,2.17,20.9,K2III,0.95,4445.0
HD 111232 b,6.8,,1143.0,1.97,0.2,,0.067931,R,2004,2010-12-29,98.0,51230.0,detected by radial velocity,,HD 111232,12:48:51.0,-68:25:30,7.61,,,,,29.0,-0.36,0.78,,G8V,5.2,5494.0
HD 113538 b,0.27,,263.3,0.71,0.61,,0.044937,R,2010,2010-12-20,74.0,54950.0,detected by radial velocity,,HD 113538,13:04:57.0,-52:26:35,9.02,,,,,15.8,-0.17,0.7,0.65,K9V,1.3,4685.0
HD 113538 c,0.71,,1657.0,2.43,0.32,,0.153797,R,2010,2010-12-20,-90.0,56110.0,detected by radial velocity,,HD 113538,13:04:57.0,-52:26:35,9.02,,,,,15.8,-0.17,0.7,0.65,K9V,1.3,4685.0
HD 114386 b,1.24,,937.0,1.02,0.23,,0.058929,R,2003,2010-12-16,273.0,50454.0,detected by radial velocity,,HD 114386,13:10:39.0,-35:03:17,8.73,,,,,28.0,0.0,0.75,0.76,K3 V,2.19,4819.0
HD 114386 c,1.19,,1046.0,,0.06,,,S,2011,2011-09-13,,,detected by radial velocity,,HD 114386,13:10:39.0,-35:03:17,8.73,,,,,28.0,0.0,0.75,0.76,K3 V,2.19,4819.0
HD 114729 b,0.84,,1135.0,2.08,0.32,,0.059429,R,2002,2010-12-29,73.0,451.0,detected by radial velocity,,HD 114729,13:12:44.0,-31:52:24,6.69,,,,,35.0,-0.22,0.93,1.46,G3 V,4.58,5662.0
HD 114762 b,10.98,,83.9151,0.353,0.3354,,0.008946,R,1989,2011-06-09,201.28,9889.106,detected by radial velocity,,HD 114762,13:12:19.0,+17:31:01,7.3,,,,,39.46,-0.71,0.84,1.24,F9V,11.8,5934.0
HD 114783 b,1.0,,501.0,1.2,0.1,10.0,0.058824,R,2001,2011-01-11,97.0,1840.0,detected by radial velocity,,HD 114783,13:12:43.0,-02:15:54,7.57,,,,,20.4,0.33,0.92,0.78,K0,3.7,5105.0
HD 11506 b,3.44,,1270.0,2.43,0.22,,0.045151,S,2007,2009-02-24,4.5,13666.3,detected by radial velocity,,HD 11506,01:52:51.0,-19:30:25,7.51,,,,,53.82,0.31,1.19,1.38,G0V,5.4,6058.0
HD 11506 c,0.82,,170.46,0.639,0.42,,0.011873,R,2009,2009-02-24,4.1,,detected by radial velocity,,HD 11506,01:52:51.0,-19:30:25,7.51,,,,,53.82,0.31,1.19,1.38,G0V,5.4,6058.0
HD 116029 b,2.1,,670.2,1.73,0.21,,0.014042,R,2011,2011-09-02,360.0,2455220.0,detected by radial velocity,,HD 116029,13:20:40.0,+24:38:55,8.04,,,,,123.2,0.18,1.58,4.6,K1III,2.7,4951.0
HD 117207 b,2.06,,2627.08,3.78,0.16,,0.114545,R,2004,2010-12-31,81.7,2450666.43,detected by radial velocity,,HD 117207,13:29:21.0,-35:34:15,7.26,,,,,33.0,0.27,1.07,1.09,G8VI/V,6.68,5432.0
HD 117618 b,0.178,,25.827,0.176,0.42,,0.004632,R,2004,2009-10-06,245.0,832.2,detected by radial velocity,,HD 117618,13:32:25.0,-47:16:16,7.18,,,,,38.0,0.04,1.05,1.19,G2V,3.88,5861.0
HD 118203 b,2.13,,6.1335,0.07,0.309,,0.00079,S,2005,2010-12-23,155.7,53394.23,detected by radial velocity,,HD 118203,13:34:02.0,+53:43:42,8.05,,,,,88.6,0.1,1.23,,K0,4.6,5600.0
HD 11964 b,0.622,,1945.0,3.16,0.041,,0.092996,R,2005,2010-12-15,155.0,54170.0,detected by radial velocity,,HD 11964,01:57:09.0,-10:14:32,6.42,,,,,33.98,0.17,1.125,2.18,G5,9.56,5248.0
HD 11964 c,0.079,,37.91,0.229,0.3,,0.006739,R,2005,2010-12-15,102.0,54370.0,detected by radial velocity,,HD 11964,01:57:09.0,-10:14:32,6.42,,,,,33.98,0.17,1.125,2.18,G5,9.56,5248.0
HD 11977 b,6.54,,711.0,1.93,0.4,,0.029023,S,2005,2010-12-29,351.5,1420.0,detected by radial velocity,,HD 11977,01:54:56.0,-67:38:50,4.7,,,,,66.5,-0.21,1.91,13.0,G8.5 III,1.25,4975.0
HD 121504 b,1.22,,63.33,0.33,0.03,,0.007437,R,2003,2009-10-06,265.0,51450.0,detected by radial velocity,,HD 121504,13:57:17.0,-56:02:24,7.54,,,,,44.37,0.16,1.18,,G2 V,1.62,6075.0
HD 122430 b,3.71,,344.95,1.02,0.68,,0.007556,R,2003,2010-12-22,91.04,2451986.71,detected by radial velocity,,HD 122430,14:02:22.0,-27:25:47,5.48,,,,,135.0,-0.05,1.39,22.9, K3III,3.11,4300.0
HD 125595 b,0.042,,9.6737,0.0809,0.0,,0.002953,R,2009,2011-07-05,,,detected by radial velocity,,HD 125595,14:21:23.0,-40:23:38,9.03,,,,,27.4,0.02,0.756,,K4V,3.53,4908.0
HD 125612 b,3.0,,502.0,1.37,0.46,,0.025937,S,2007,2010-12-06,41.5,54894.9,detected by radial velocity,,HD 125612,14:20:54.0,-17:28:53,8.31,,,,,52.82,0.24,1.1,1.05,G3V,2.1,5897.0
HD 125612 c,0.058,,4.1547,0.05,0.27,,0.000947,S,2009,2010-12-06,103.0,54420.17,detected by radial velocity,,HD 125612,14:20:54.0,-17:28:53,8.31,,,,,52.82,0.24,1.1,1.05,G3V,2.1,5897.0
HD 125612 d,7.2,,3008.0,4.2,0.28,,0.079515,S,2009,2010-12-06,-76.0,57174.0,detected by radial velocity,,HD 125612,14:20:54.0,-17:28:53,8.31,,,,,52.82,0.24,1.1,1.05,G3V,2.1,5897.0
HD 126525 b,0.224,,948.12,1.8105,0.13,,0.04752,S,2011,2011-09-12,,,detected by radial velocity,,HD 126525,14:27:33.0,-51:55:59,7.85,,,,,38.1,,,,G4V,,
HD 12661 b,2.3,,263.6,0.83,0.377,,0.022336,R,2000,2011-01-04,296.0,2454152.76,detected by radial velocity,,HD 12661,02:04:34.0,+25:24:51,7.44,,,,,37.16,0.29,1.07,1.12,G6 V,7.05,5742.0
HD 12661 c,1.57,,1708.0,2.56,0.031,,0.068891,R,2002,2011-01-04,165.0,4170.0,detected by radial velocity,,HD 12661,02:04:34.0,+25:24:51,7.44,,,,,37.16,0.29,1.07,1.12,G6 V,7.05,5742.0
HD 126614 b,0.38,,1244.0,2.35,0.41,,0.032459,S,2010,2010-03-19,243.0,23808.0,detected by radial velocity,,HD 126614,14:26:48.0,-05:10:40,8.81,,,,,72.4,0.56,1.145,1.09,K0,7.2,5585.0
HD 128311 b,2.18,,448.6,1.099,0.25,,0.066205,R,2002,2011-01-04,110.9,2450210.9,detected by radial velocity,,HD 128311,14:36:00.0,+09:44:47,7.51,,,,,16.6,0.08,0.84,0.73,K0V,0.39,4965.0
HD 128311 c,3.21,,919.0,1.76,0.17,50.0,0.106024,R,2005,2011-05-11,195.5,2450012.2,detected by radial velocity,,HD 128311,14:36:00.0,+09:44:47,7.51,,,,,16.6,0.08,0.84,0.73,K0V,0.39,4965.0
HD 129445 b,1.6,,1840.0,2.9,0.7,,0.042893,R,2010,2010-01-26,163.0,24553093.0,detected by radial velocity,,HD 129445,14:46:03.0,-68:45:45,8.8,,,,,67.61,0.25,0.99,,G8V,,
HD 130322 b,1.02,,10.72,0.088,0.044,76.0,0.002933,R,1999,2010-12-08,203.63,51287.38,detected by radial velocity,,HD 130322,14:47:33.0,+00:16:53,8.05,,,,,30.0,-0.02,0.79,0.83,K0 V,0.35,5330.0
HD 131496 b,2.2,,883.0,2.09,0.163,,0.019,R,2011,2011-09-02,22.0,2456040.0,detected by radial velocity,,HD 131496,14:53:23.0,+18:14:07,7.96,,,,,110.0,0.25,1.61,4.6,K0,2.7,4927.0
HD 13189 b,14.0,,471.6,1.85,0.27,,0.01,R,2005,2010-12-29,160.7,2455327.9,detected by radial velocity,,HD 13189,02:09:40.0,+32:18:59,7.57,,,,,185.0,,4.5,50.39,K2 II,,
HD 132406 b,5.61,,974.0,1.98,0.34,,0.027887,R,2007,2007-10-31,214.0,53474.0,detected by radial velocity,,HD 132406,14:56:55.0,+53:22:56,8.45,,,,,71.0,0.18,1.09,,G0V,6.4,5885.0
HD 132563B b,1.49,,1544.0,2.62,0.22,,0.027292,R,2011,2011-07-06,158.0,2452593.0,detected by radial velocity,,HD 132563B,14:58:21.0,+44:02:36,9.47,,,,,96.0,-0.19,1.01,,,5.0,5985.0
HD 134060 b,0.0351,,3.27,0.0444,0.4,,0.001835,S,2011,2011-09-12,,,detected by radial velocity,,HD 134060,15:10:45.0,-61:25:20,6.29,,,,,24.2,,,,G0V,,
HD 134060 c,0.1507,,1160.9,2.2263,0.75,,0.091996,S,2011,2011-09-12,,,detected by radial velocity,,HD 134060,15:10:45.0,-61:25:20,6.29,,,,,24.2,,,,G0V,,
HD 134606 b,0.0292,,12.083,0.1023,0.15,,0.00386,S,2011,2011-09-12,,,detected by radial velocity,,HD 134606,15:15:15.0,-70:31:11,6.85,,,,,26.5,,,,G6IV,,
HD 134606 c,0.0382,,59.519,0.2962,0.29,,0.011177,S,2011,2011-09-12,,,detected by radial velocity,,HD 134606,15:15:15.0,-70:31:11,6.85,,,,,26.5,,,,G6IV,,
HD 134606 d,0.121,,459.26,1.1567,0.46,,0.043649,S,2011,2011-09-12,,,detected by radial velocity,,HD 134606,15:15:15.0,-70:31:11,6.85,,,,,26.5,,,,G6IV,,
HD 134987 b,1.59,,258.19,0.81,0.233,,0.036486,R,1999,2009-12-15,252.7,10071.0,detected by radial velocity,,HD 134987,15:13:28.0,-25:18:33,6.45,,,,,22.2,0.25,1.07,1.25,G5 V,9.7,5740.0
HD 134987 c,0.82,,5000.0,5.8,0.12,,0.261261,R,2009,2009-12-15,195.0,11100.0,detected by radial velocity,,HD 134987,15:13:28.0,-25:18:33,6.45,,,,,22.2,0.25,1.07,1.25,G5 V,9.7,5740.0
HD 136352 b,0.0166,,11.577,0.0933,0.18,,0.006304,S,2011,2011-09-12,,,detected by radial velocity,,HD 136352,15:21:48.0,-48:19:03,5.65,,,,,14.8,,,,G4V,,
HD 136352 c,0.0358,,27.582,0.1665,0.16,,0.01125,S,2011,2011-09-12,,,detected by radial velocity,,HD 136352,15:21:48.0,-48:19:03,5.65,,,,,14.8,,,,G4V,,
HD 136352 d,0.03,,106.72,0.411,0.43,,0.02777,S,2011,2011-09-12,,,detected by radial velocity,,HD 136352,15:21:48.0,-48:19:03,5.65,,,,,14.8,,,,G4V,,
HD 136418 b,2.0,,464.3,1.32,0.255,,0.013442,S,2010,2010-03-19,12.0,2455228.0,detected by radial velocity,,HD 136418,15:19:07.0,+41:43:60,7.88,,,,,98.2,-0.07,1.33,3.4,G5,4.0,5071.0
HD 137388 b,0.223,,330.0,0.89,0.36,,0.023421,R,2011,2011-08-02,86.0,2455209.0,detected by radial velocity,,HD 137388,15:35:40.0,-80:12:17,8.71,,,,,38.0,0.18,0.86,0.82,K0/K1V,6.45,5240.0
HD 13808 b,0.0325,,14.182,0.1017,0.17,,0.003556,R,2011,2011-09-12,,,detected by radial velocity,,HD 13808,02:12:43.0,-53:44:38,8.38,,,,,28.6,,,,K2V,,
HD 13808 c,0.036,,53.832,0.2476,0.43,,0.008657,S,2011,2011-09-12,,,detected by radial velocity,,HD 13808,02:12:43.0,-53:44:38,8.38,,,,,28.6,,,,K2V,,
HD 13931 b,1.88,,4218.0,5.15,0.02,,0.116516,S,2010,2010-03-19,290.0,24494.0,detected by radial velocity,,HD 13931,02:16:47.0,+43:46:23,7.61,,,,,44.2,0.03,1.02,1.23,G0,8.4,5829.0
HD 139357 b,9.76,,1125.7,2.36,0.1,,0.01944,R,2009,2009-03-23,235.4,2452466.7,detected by radial velocity,,HD 139357,15:35:16.0,+53:55:20,5.98,,,,,121.4,-0.13,1.35,11.47,K4III,3.07,4700.0
HD 141937 b,9.7,,653.22,1.52,0.41,,0.045427,R,2002,2010-12-29,187.72,51847.38,detected by radial velocity,,HD 141937,15:52:17.0,-18:26:09,7.25,,,,,33.46,0.11,1.1,1.06,G2/G3 V,2.55,5925.0
HD 142 b,1.25,,349.7,1.02,0.17,,0.049515,R,2001,2012-05-15,327.0,2452683.0,detected by radial velocity,,HD 142,00:06:19.0,-49:04:30,5.7,,,,,20.6,0.04,1.1,0.86,G1 IV,5.93,6180.0
HD 142 c,5.3,,6005.0,6.8,0.21,,0.330097,R,,2012-05-15,250.0,2455954.0,detected by radial velocity,,HD 142,00:06:19.0,-49:04:30,5.7,,,,,20.6,0.04,1.1,0.86,G1 IV,5.93,6180.0
HD 142022 A b,5.1,,1928.0,3.03,0.53,10.0,0.084472,R,2005,2011-01-11,170.0,50941.0,detected by radial velocity,,HD 142022 A,16:10:15.0,-84:13:53,7.7,,,,,35.87,0.19,0.99,0.705,K0 V,13.3,5382.0
HD 142245 b,1.9,,1299.0,2.77,0.32,,0.025297,R,2011,2011-09-02,234.0,2454760.0,detected by radial velocity,,HD 142245,15:52:56.0,+15:25:51,7.63,,,,,109.5,0.23,1.69,5.2,K0,2.3,4878.0
HD 142415 b,1.62,,386.3,1.05,0.5,,0.030702,R,2003,2010-12-29,255.0,51519.0,detected by radial velocity,,HD 142415,15:57:40.0,-60:12:00,7.34,,,,,34.2,0.21,1.09,1.03,G1 V,1.49,5834.0
HD 143361 b,3.12,,1057.0,2.0,0.15,,0.033698,R,2008,2009-05-20,237.0,3746.0,detected by radial velocity,,HD 143361,16:01:50.0,-44:26:04,9.2,,,,,59.35,0.29,0.95,,G0V,,
