010004 |U     And  |011529.7+404308 |M         |  9.0    |  15.0      |V |49564.      |     |   347.7            |40   |M6e              |00001 00002|
670003 |T     PsA  |222609.7-290456 |CST:      |  8.1    |            |p |            |     |                    |     |F0               |01188 CoD  |
670005 |V     PsA  |225519.7-293645 |SRB       |  9.3    |  10.5      |p |            |     |   148.             |     |MB               |01188 08953|
670006 |W     PsA  |220757.7-325000 |EA/DS     | 11.4    |  13.2      |p |29133.940   |     |     8.179318       |11   |                 |00007 CoD  |
670008 |Y     PsA  |220738.7-251539 |CST:      | 11.5    |            |p |            |     |                    |     |                 |00016 00022|
670014 |RV    PsA  |213841.9-271234 |M         | 10.5    |< 13.0      |p |25540.      |     |   361.             |     |                 |00016 08953|
670015 |RW    PsA *|220946.9-270402 |EW/KW     | 11.05   |  11.76     |V |34328.4534  |     |     0.36045101     |     |                 |05752 CoD  |
670016 |RX    PsA  |221309.9-271610 |M         | 10.5    |< 11.5      |p |27683.      |     |   366.             |     |Me               |00016 02339|
670017 |RY    PsA  |214728.9-361148 |M         |  8.8    |< 14.0      |V |37120.      |     |   224.39           |     |Me               |05753 02384|
670018 |RZ    PsA  |224124.3-332030 |EA        | 11.     |  12.5      |p |            |     |                    |     |                 |00085 03649|
670019 |SS    PsA  |225330.6-325539 |M         | 11.     |< 14.       |p |            |     |                    |     |Me               |00085 CoD  |
670020 |ST    PsA  |225418.7-342326 |M         |  9.5    |< 13.       |p |36006.      |     |   179.             |     |Me               |00001 03508|
670021 |SU    PsA  |225638.1-353606 |M         | 11.     |< 13.       |p |            |     |                    |     |Me               |00085 02385|
670022 |SV    PsA  |213841.6-332114 |EA        | 10.1    |  10.6      |p |35396.171   |     |                    |     |G5               |02406 08953|
670023 |SW    PsA  |220609.8-293254 |EA        | 10.     |  11.       |p |35728.289   |     |                    |     |                 |02406 08953|
670028 |TU    PsA  |225208.9-251807 |LB:       | 11.     |  11.8      |p |            |     |                    |     |M8               |06375 CoD  |
670029 |TV    PsA  |225748.5-261000 |SRB       |  8.56   |   8.95     |V |            |     |    45.          :  |     |M5:III           |05973 CoD  |
670033 |TZ    PsA  |230028.2-334442 |RS        |  8.40   |   8.49     |V |            |     |                    |     |                 |69011 CoD  |
670035 |UV    PsA  |223012.8-302620 |DSCTC     |  8.6    |(  0.07    )|B |            |     |                    |     |                 |73067 CoD  |
670036 |UW    PsA  |223333.5-293954 |DSCTC     |  8.2    |(  0.08    )|B |            |     |                    |     |                 |73067 CoD  |
670043 |VY    PsA  |221519.0-245927 |EB        |  8.81   |   9.01     |Hp|            |     |                    |     |                 |HIP   HIP  |
670047 |WY    PsA  |225951.3-350226 |LB:       |  8.71   |   8.87     |Hp|            |     |                    |     |                 |HIP   HIP  |
670048 |WZ    PsA  |230528.2-304840 |LB        |  8.10   |   8.36     |Hp|            |     |                    |     |                 |HIP   HIP  |
670049 |XX    PsA  |213427.9-254233 |SR:       | 10.7    |  12.3      |V |            |     |                    |     |                 |77004 DM   |
670050 |XY    PsA  |225754.0-265954 |SR:       | 10.5    |  12.2      |V |            |     |                    |     |                 |77004 DM   |
670052 |YY    PsA  |212737.5-334518 |EA        | 11.31   |  12.68     |V |52500.634   |     |     1.86244        |14   |                 |79018 DM   |
670053 |YZ    PsA  |214206.2-252829 |RRC       | 11.4    |  11.9      |V |53146.854   |     |     0.31685        |38   |                 |79064 DM   |
670054 |ZZ    PsA  |215035.2-274835 |EW        |  9.28   |   9.56     |V |52844.790   |     |     0.373882       |     |F6V              |79018 DM   |
680004 |U     Pup *|080050.5-125029 |M         |  8.5    |  15.0      |V |38882.      |     |   318.44           |41   |M5e-M8e          |00001 00002|
680008 |Y     Pup  |081237.4-350847 |SRB       |  9.2    |   9.9      |p |            |     |   110.          :  |     |M7               |00693 05625|
680010 |RR    Pup  |074653.9-412226 |EA/SD:    | 10.34   |  11.37     |V |29115.580   |     |     6.42963328     |13   |A:               |00007 08953|
680012 |RT    Pup  |080520.0-384636 |SRB       | 10.2    |  11.0      |B |            |     |   100.          :  |     |C6,2(Nb)         |00693 03389|
680013 |RU    Pup  |080729.8-225445 |SRB       | 10.3    |  12.2      |p |            |     |   425.             |     |C5,4(N3)         |00693 08953|
680014 |RV    Pup  |064228.4-422217 |M         |  9.3    |  13.0      |p |30093.      |     |   187.96           |50   |M1e-M9           |01004 03389|
680015 |RW    Pup *|060910.0-501228 |M         |  8.8    |  14.5      |V |42360.      |     |   340.88           |47   |M3e-M6e          |08646 05464|
680016 |RX    Pup *|081412.3-414229 |ZAND+M    |  9.00   |  14.1      |B |            |     |                    |     |pec(cont+M5-6e)  |09518 08953|
680017 |RY    Pup  |073102.0-345903 |CST       |  9.17   |            |B |            |     |                    |     |K5               |01266 09520|
680018 |RZ    Pup  |074508.4-395056 |CST       |  8.8    |            |p |            |     |                    |     |K2               |01266 CoD  |
680020 |ST    Pup *|064856.4-371633 |CWA       |  9.28   |  10.68     |V |44023.96    |     |    19.          :  |     |F2:e-G2I         |04678 05625|
680021 |SU    Pup  |075612.1-440833 |M         |  9.3    |< 14.0      |p |31385.      |     |   339.8            |     |M(S4,2)e         |01004 08613|
680022 |SV    Pup *|081716.6-134830 |M         |  9.0    |< 13.1      |p |36284.      |     |   166.52           |     |M5e              |00001 08073|
680023 |SW    Pup *|081850.9-424511 |EA/SD:    |  9.0    |  10.1      |p |19282.068   |     |     2.7473405      |13   |A0V              |00707 03389|
680028 |TU    Pup  |081705.1-343524 |M         |  9.3    |  14.2      |V |40763.      |     |   238.95           |49   |M8               |00001 06214|
680031 |TX    Pup  |070216.8-413640 |CST       |  9.2    |            |p |            |     |                    |     |F7V              |01266 CoD  |
680032 |TY    Pup *|073246.2-204731 |EW/KE     |  8.40   |   8.89     |V |34412.106   |     |     0.819235       |     |A9n              |06215 08953|
680035 |UV    Pup  |073725.9-123845 |SRA       | 11.4    |  13.9      |p |26656.      |     |   193.             |47   |M5               |00412 00531|
680039 |UZ    Pup *|074146.1-132338 |EB/KE     |  9.35   |  10.34     |V |44613.69829 |     |     0.79485120     |     |A6+A6            |09543 08667|
680041 |VW    Pup *|073149.1-200859 |DCEP      | 11.00   |  11.75     |V |43521.291   |     |     4.28537        |22   |F5-G0            |09003 00391|
680043 |VY    Pup *|073350.1-113951 |EB/DW     | 10.8    |  11.4      |V |26990.434   |     |     0.816759       |     |F2               |00391 00391|
680044 |VZ    Pup *|073835.2-282959 |DCEP      |  8.92   |  10.35     |V |41121.19    |     |    23.1710         |17   |F5-G2            |09545 09650|
680045 |WW    Pup *|074154.9-210759 |DCEP      | 10.03   |  11.03     |V |41047.29    |     |     5.516724       |31   |F5-F9            |01268 00391|
680046 |WX    Pup *|074159.0-255234 |DCEP      |  8.76   |   9.44     |V |35042.184   |     |     8.937050       |31   |F6-G1            |09667 00391|
680047 |WY    Pup  |075805.1-240230 |DCEP      | 10.18   |  10.96     |V |40925.40    |     |     5.25080        |25   |F5-F9            |02309 00391|
680048 |WZ    Pup *|080022.9-234211 |DCEP      |  9.85   |  10.76     |V |34889.465   |     |     5.027286       |27   |F5-G2            |09667 00391|
680049 |XX    Pup *|080828.2-163200 |RRAB      | 10.49   |  11.77     |V |41773.255   |     |     0.517181       |13   |A0-A7            |09334 00391|
680050 |XY    Pup *|080934.7-115909 |EA/DS     |  9.3    |  11.4      |V |26417.805   |     |    13.77830        |10   |A3ea             |00185 00391|
680052 |YY    Pup *|073552.3-192331 |EA/DS     |  9.7    |  11.1      |p |24832.540   |     |    27.95491        |07   |A0               |00007 00391|
680053 |YZ    Pup  |074417.1-215157 |SR        | 10.5    |  12.5      |p |            |     |                    |     |M5-7e            |00190 00190|
680054 |ZZ    Pup  |074826.0-191734 |EA/SD     |  9.43   |  11.05     |V |26783.107   |     |     6.33811        |10  *|A2               |00391 00391|
680055 |AA    Pup  |080136.1-244303 |EA/D:     | 10.4    |  11.6      |p |25652.59    |     |     7.0671         |10  *|F8               |00280 00391|
680056 |AB    Pup  |082113.0-122919 |M         | 11.     |< 13.       |p |33356.      |     |   272.6            |     |Me               |01004 00464|
680057 |AC    Pup  |082244.2-155459 |LB        |  8.9    |  10.1      |V |            |     |                    |     |C5,4(N)          |00391 00391|
680058 |AD    Pup  |074803.9-253440 |DCEP      |  9.27   |  10.36     |V |41126.18    |     |    13.5940         |25   |F5-G2            |02309 00391|
680061 |AG    Pup *|074313.0-214314 |EB        | 10.7    |  11.8      |p |26097.315   |     |     4.779264       |     |                 |00060 CPD  |
680062 |AH    Pup *|075656.2-251939 |EA        | 10.3    |  11.3      |p |25913.930   |     |     2.0247         |17  *|                 |00060 00060|
680067 |AN    Pup *|073005.8-212624 |EA        | 10.49   |  11.27     |V |41753.375   |     |     2.668238       |16  *|                 |00001 00391|
680068 |AO    Pup  |075536.3-393623 |M         | 10.2    |  15.2      |p |25907.      |     |   390.5            |     |                 |00421 08953|
680070 |AQ    Pup *|075822.1-290748 |DCEP      |  8.08   |   9.39     |V |44676.57    |     |    30.104          |17   |F5Ib-G2Ib        |00001 00391|
680071 |AR    Pup *|080301.7-363548 |RVB       |  8.7    |  10.9      |p |            |     |    74.58           |     |F0I-II-F8I-II    |09673 00368|
680072 |AS    Pup *|080939.8-381029 |M         |  9.0    |  12.8      |p |35470.      |     |   324.65           |50   |M7e-M9           |00001 03389|
680074 |AU    Pup *|081739.8-414228 |EB/KE     |  8.50   |   9.46     |V |39112.9551  |     |     1.12640327     |     |A0V              |05756 03389|
680075 |AV    Pup *|082432.3-162411 |EW/DW     | 10.5    |  11.1      |V |31178.131   |     |     0.5563389      |     |F8               |00279 00391|
680076 |AW    Pup *|082444.3-284943 |EA/SD     | 10.2    |  10.9      |p |27601.919   |     |     0.68108        |35  *|                 |01272 08953|
680079 |AZ    Pup *|081819.7-345550 |EB        |  9.7    |  10.2      |p |28110.870   |     |     0.86737053     |     |                 |00007 05625|
680085 |BG    Pup  |080743.1-204101 |LB        |  9.5    |  10.2      |V |            |     |                    |     |M2               |00391 00391|
680086 |BH    Pup *|080815.1-420147 |EA        |  8.4    |   9.1      |p |21692.523   |     |     1.915854       |15   |B3/5III          |00707 03389|
680088 |BK    Pup *|081058.3-395759 |EA/KE:    | 10.4    |  10.7      |p |26174.678   |     |     1.50127        |08  *|                 |00706 CoD  |
680090 |BM    Pup  |075003.1-281519 |DCEP      | 10.43   |  11.27     |V |30792.566   |     |     7.19853        |25   |                 |03474 03474|
680091 |BN    Pup *|080621.5-300549 |DCEP      |  9.20   |  10.40     |V |28078.04    |     |    13.6731         |29   |G4               |03551 03581|
680096 |BS    Pup  |074214.0-211511 |EA/SD     | 11.3    |  12.3      |p |26378.5404  |     |     1.0758889      |12   |                 |00280 00280|
680107 |CF    Pup  |060516.0-490728 |EA/SD     |  9.4    |  12.6      |p |28821.58    |     |     7.64556        |08 : |                 |00016 05464|
680108 |CG    Pup  |060703.0-464448 |EA/SD     | 10.2    |  13.0      |p |28493.53    |     |     1.04957        |15 : |                 |00016 CoD  |
680110 |CI    Pup  |071021.0-332439 |EA/SD     | 11.3    |  12.6      |p |28514.550   |     |     1.65792        |     |                 |00016 02338|
680115 |CO    Pup *|082612.0-301708 |CWA       | 11.25   |  12.46     |B |40979.52    |     |    16.0192         |45   |                 |07934 HIP  |
680117 |CQ    Pup  |074557.1-191011 |LB        | 10.6    |  11.5      |p |            |     |                    |     |MB               |00412 00391|
680121 |CU    Pup  |073506.1-242611 |EA        | 11.4    |  12.3      |p |28063.078   |     |     3.33742        |11  *|                 |01342 01342|
680138 |DP    Pup  |081043.1-151947 |M         | 11.5    |< 16.       |p |            |     |                    |     |M8e              |00409 00409|
680144 |DV    Pup  |073741.8-262439 |LB        | 11.0    |  11.9      |p |            |     |                    |     |M7               |00406 00406|
680146 |DX    Pup  |080211.1-130106 |SR        | 11.5    |  13.1      |p |31900.      |     |                    |     |M6-M7            |01351 01351|
680148 |DZ    Pup  |061244.4-454002 |M         | 11.     |< 13.       |p |            |     |                    |     |                 |00085 CoD  |
680153 |EI    Pup  |073834.7-165755 |LB        | 11.1    |  13.0      |p |            |     |                    |     |M5-M6.5          |00412 00531|
680154 |EK    Pup *|074149.7-250230 |DCEPS     | 10.46   |  10.88     |V |35573.46    |     |     2.62594        |45   |                 |08637 01343|
680157 |EN    Pup *|074244.1-263632 |EW        | 11.2    |  11.6      |p |26305.551   |     |     0.6721498      |     |                 |01343 01343|
680160 |EQ    Pup *|074824.1-260527 |EB/KE     | 10.2    |  11.0      |p |25653.366   |     |     1.14313        |     |                 |00966 09467|
680163 |ET    Pup  |075437.2-280458 |M         | 10.6    |< 15.8      |p |31152.      |     |   330.4            |     |M8               |00001 03551|
680185 |FV    Pup  |073236.4-121415 |LB        | 11.3    |  11.9      |p |            |     |                    |     |M6               |00412 02311|
680202 |GT    Pup  |071428.4-380350 |SRD       | 11.0    |  12.6      |p |28725.      |     |    91.7            |     |K                |02431 03587|
680203 |GU    Pup *|072841.1-163502 |EB/DM:    | 11.4    |  12.2      |p |25326.359   |     |     1.652698       |     |                 |03148 02360|
680209 |HH    Pup *|072035.6-464230 |RRAB      | 10.44   |  11.78     |V |38500.2486  |     |     0.39074628     |12   |A3II-III-F5      |03588 06286|
680210 |HI    Pup *|073338.2-500725 |EW/KW     | 10.7    |  11.0      |V |34344.548   |     |     0.432651       |     |                 |00080 CoD  |
680211 |HK    Pup *|074446.8-130556 |RRAB      | 11.4    |  12.4      |p |36608.383   |     |     0.7342382      |20   |                 |09657 02361|
680212 |HL    Pup  |081110.8-333057 |CEP       | 11.1    |  11.8      |p |30700.58    |     |     3.48250        |25   |                 |03551 03551|
680221 |HU    Pup  |075540.2-283855 |SRA       | 11.5    |  13.2      |p |27100.      |     |   238.          :  |     |M3               |03148 02361|
680237 |IT    Pup  |081302.9-282032 |EA/SD:    | 11.3    |  12.3      |p |28611.331   |     |     1.336177       |18  *|                 |03551 03551|
680238 |IU    Pup  |081430.7-413857 |RR:       | 11.5    |  12.0      |p |34488.328   |     |                    |     |                 |04370 04370|
680247 |KN    Pup  |072704.0-273903 |SRA       | 11.4    |  12.9      |p |28990.      |     |   109.             |     |                 |03551 03551|
680255 |KV    Pup  |074719.1-483212 |EA/DM     |  9.63   |  10.34     |V |15793.516   |     |     3.667860       |13  *|A0IV             |08040 08953|
680256 |KW    Pup *|074920.3-150537 |EB/DM     | 11.3    |  11.8      |p |25590.613   |     |     1.603906       |     |                 |03148 02343|
680258 |KY    Pup *|075203.4-264519 |EB/KE     | 10.6    |  11.1      |p |28600.290   |     |     0.8494608      |     |O9.5III          |03474 03474|
680259 |KZ    Pup  |075236.5-172301 |RR        | 11.3    |  12.8      |p |            |     |                    |     |                 |00412 04665|
680260 |LL    Pup  |075348.8-302737 |CEP       | 11.2    |  12.3      |p |28612.03    |     |     5.07753        |24   |                 |03551 03551|
680266 |LR    Pup  |075703.7-280942 |CEP       | 11.1    |  12.3      |p |29631.743   |     |     3.33124        |18   |                 |03551 03551|
680267 |LS    Pup  |075859.2-291828 |CEP       |  9.8    |  10.8      |p |38376.500   |     |    14.1464         |35   |                 |03992 03551|
680271 |LW    Pup  |080526.0-264109 |EA/GS     |  9.6    |  10.3      |p |28640.25    |     |    59.349          |02  *|                 |03474 08953|
680272 |LX    Pup  |080823.3-162817 |CEP       | 10.0    |  10.5      |p |37314.25    |     |    13.88           |     |                 |04000 08953|
680278 |MP    Pup  |073108.5-131426 |E         | 10.     |  10.5      |p |31090.47    |     |                    |     |                 |05515 05515|
680279 |MQ    Pup *|073119.3-380007 |EB/SD     |  9.03   |  10.55     |V |44234.5649  |     |     1.4685665      |     |B9               |00001 08953|
680285 |MW    Pup *|075601.7-445447 |EA/DM     |  8.8    |   9.2      |p |34336.450   |     |     2.398735       |     |A0V              |05857 08613|
680289 |NN    Pup  |081705.4-312619 |M         | 11.5    |< 13.5      |p |            |     |                    |     |M7e              |00085 02381|
680295 |NT    Pup  |075846.3-385940 |DCEP      | 11.0    |  12.0      |p |38442.354   |     |    15.565          |30   |                 |06847 06847|
680299 |NX    Pup *|071928.3-443511 |INA       | 10.00   |  11.16     |V |            |     |                    |     |A1-F2IIIe        |09702 09741|
680303 |OP    Pup  |073921.5-172049 |RR:       | 11.0    |  12.0      |p |            |     |                    |     |                 |00501 07762|
680304 |OQ    Pup  |073819.4-460240 |EA        | 10.5    |  11.5      |p |            |     |                    |     |                 |00085 CoD  |
680307 |OT    Pup  |082211.1-253755 |LB        |  9.5    |  10.5      |p |            |     |                    |     |M4               |00836 CoD  |
680314 |PP    Pup  |073552.3-463217 |M:        | 11.2    |  12.3      |p |            |     |                    |     |Me               |05829 05829|
680321 |PW    Pup *|074906.0-310743 |EB/GS+SRD |  8.75   |   9.88     |V |45340.      |     |   158.0            |     |F2epIab+B8:      |09747 CoD  |
680324 |PZ    Pup  |080157.9-351813 |EB/KE     |  8.34   |   8.50     |V |            |     |     1.085147       |     |B5               |08389 CoD  |
680326 |QR    Pup  |081449.8-420222 |ELL       |  8.01   |   8.13     |V |            |     |     3.55172        |     |B8               |08389 CoD  |
680328 |QT    Pup *|075034.4-384737 |LB:       | 10.17   |  10.82     |V |            |     |                    |     |C(N)             |07892 04265|
680330 |QV    Pup *|075513.3-293906 |LB:       |  9.0    |  10.90     |V |            |     |                    |     |C(N)             |07892 04268|
680332 |QX    Pup  |074216.9-144252 |M         |  8.31   |   9.47     |J |            |     |                    |     |                 |67202 2MASS|
680335 |V0335 Pup  |075657.7-224932 |DCEPS     |  8.59   |   8.83     |V |            |     |                    |     |                 |67212 BD   |
680338 |V0338 Pup  |063455.5-451830 |RRAB      |  9.07   |   9.25     |V |            |     |                    |     |                 |68295 CoD  |
680343 |V0343 Pup  |073207.6-465633 |SXARI     |  8.8    |(  0.04    )|V |            |     |                    |     |                 |69233 CoD  |
680355 |V0355 Pup  |080631.0-202004 |DSCTC     |  8.5    |(  0.04    )|B |            |     |                    |     |                 |73067 BD   |
680356 |V0356 Pup  |060817.8-465058 |RS:       |  8.33   |   8.46     |Hp|            |     |                    |     |                 |HIP   HIP  |
680357 |V0357 Pup  |063705.1-502858 |LB:       |  8.11   |   8.21     |Hp|            |     |                    |     |                 |HIP   HIP  |
680358 |V0358 Pup  |065739.1-411741 |EA:       |  9.30   |   9.54     |Hp|            |     |                    |     |                 |HIP   HIP  |
680359 |V0359 Pup  |065818.3-395831 |LB:       |  8.88   |   9.04     |Hp|            |     |                    |     |                 |HIP   HIP  |
680361 |V0361 Pup  |070753.0-345000 |EW        |  8.08   |   8.39     |Hp|            |     |                    |     |                 |HIP   HIP  |
680364 |V0364 Pup *|071234.2-361319 |IA:       |  8.70   |   9.75     |Hp|            |     |                    |     |                 |HIP   HIP  |
680366 |V0366 Pup  |072051.8-483051 |EA:       |  8.07   |   8.29     |Hp|            |     |                    |     |                 |HIP   HIP  |
680367 |V0367 Pup  |072402.0-440806 |LB:       |  8.36   |   8.46     |Hp|            |     |                    |     |                 |HIP   HIP  |
680370 |V0370 Pup  |072751.0-160538 |BE        |  8.47   |   8.59     |Hp|            |     |                    |     |                 |HIP   HIP  |
680372 |V0372 Pup  |072851.4-301449 |BY:       |  9.97   |  10.13     |Hp|            |     |                    |     |                 |HIP   HIP  |
680375 |V0375 Pup  |073140.6-265405 |LPB:      |  8.63   |   8.69     |Hp|            |     |                    |     |                 |HIP   HIP  |
680379 |V0379 Pup  |073559.6-342528 |ACV       |  9.12   |   9.21     |Hp|            |     |                    |     |                 |HIP   HIP  |
680380 |V0380 Pup  |073725.2-333027 |GCAS:     |  9.19   |   9.61     |Hp|            |     |                    |     |                 |HIP   HIP  |
680382 |V0382 Pup  |073913.7-293140 |BY:       | 11.01   |  11.22     |Hp|            |     |                    |     |                 |HIP   HIP  |
680384 |V0384 Pup  |074102.6-314059 |LC        |  8.76   |   9.40     |Hp|            |     |                    |     |                 |HIP   HIP  |
680386 |V0386 Pup  |074343.4-412309 |SXARI:    |  8.66   |   8.81     |Hp|            |     |                    |     |                 |HIP   HIP  |
680388 |V0388 Pup  |074429.4-213024 |BE        |  9.95   |  10.16     |Hp|            |     |                    |     |                 |HIP   HIP  |
680389 |V0389 Pup  |074436.6-171727 |IA:       |  8.17   |   8.35     |Hp|            |     |                    |     |                 |HIP   HIP  |
680396 |V0396 Pup  |074908.3-360803 |SRD       |  8.79   |   8.99     |Hp|            |     |                    |     |                 |HIP   HIP  |
680399 |V0399 Pup  |074928.9-483828 |EA        |  9.27   |   9.56     |Hp|            |     |                    |     |                 |HIP   HIP  |
680400 |V0400 Pup  |075105.7-472406 |LB:       |  8.41   |   8.52     |Hp|            |     |                    |     |                 |HIP   HIP  |
680401 |V0401 Pup  |075110.8-483652 |EA:       |  9.44   |   9.76     |Hp|            |     |                    |     |                 |HIP   HIP  |
680402 |V0402 Pup  |075220.3-262547 |ACYG:     |  9.21   |   9.30     |Hp|            |     |                    |     |                 |HIP   HIP  |
680403 |V0403 Pup  |075230.1-215959 |BE:       |  9.01   |   9.12     |Hp|            |     |                    |     |                 |HIP   HIP  |
680405 |V0405 Pup  |075714.8-143107 |EB        |  8.72   |   8.92     |Hp|            |     |                    |     |                 |HIP   HIP  |
680408 |V0408 Pup  |075905.2-251637 |BE        |  9.20   |   9.35     |Hp|            |     |                    |     |                 |HIP   HIP  |
680409 |V0409 Pup  |075948.9-202654 |E:        |  8.38   |   8.47     |Hp|            |     |                    |     |                 |HIP   HIP  |
680411 |V0411 Pup  |080015.9-324242 |SRB       |  8.28   |   8.62     |Hp|            |     |                    |     |                 |HIP   HIP  |
680412 |V0412 Pup  |080017.4-375046 |LB:       |  8.74   |   8.86     |Hp|            |     |                    |     |                 |HIP   HIP  |
680414 |V0414 Pup  |080124.6-124736 |ACV:      |  8.77   |   8.91     |Hp|            |     |                    |     |                 |HIP   HIP  |
680417 |V0417 Pup  |080350.7-313306 |E:        |  9.76   |  10.02     |Hp|            |     |                    |     |                 |HIP   HIP  |
680419 |V0419 Pup *|080559.5-315026 |LB:       | 11.09   |  11.41     |Hp|            |     |                    |     |                 |HIP   HIP  |
680421 |V0421 Pup  |080939.8-272621 |EB        |  9.07   |   9.23     |Hp|            |     |                    |     |                 |HIP   HIP  |
680422 |V0422 Pup  |081012.1-353848 |LB:       |  8.93   |   9.04     |Hp|            |     |                    |     |                 |HIP   HIP  |
680424 |V0424 Pup  |081110.5-265303 |LB:       |  8.93   |   9.04     |Hp|            |     |                    |     |                 |HIP   HIP  |
680429 |V0429 Pup  |081457.9-174155 |LB:       |  8.95   |   9.05     |Hp|            |     |                    |     |                 |HIP   HIP  |
680430 |V0430 Pup  |081540.1-260036 |BY:       | 10.13   |  10.26     |Hp|            |     |                    |     |                 |HIP   HIP  |
680433 |V0433 Pup  |081943.1-181553 |LB:       |  9.41   |   9.62     |Hp|            |     |                    |     |                 |HIP   HIP  |
680435 |V0435 Pup  |082023.5-334633 |LB:       |  8.33   |   8.43     |Hp|            |     |                    |     |                 |HIP   HIP  |
680437 |V0437 Pup  |082326.5-422508 |LB        |  8.72   |   8.92     |Hp|            |     |                    |     |                 |HIP   HIP  |
680439 |V0439 Pup  |082553.2-333351 |SRC       |  8.51   |   8.81     |Hp|            |     |                    |     |                 |HIP   HIP  |
680440 |V0440 Pup  |082639.9-301750 |LB        |  8.77   |   9.01     |Hp|            |     |                    |     |                 |HIP   HIP  |
680441 |V0441 Pup  |072853.6-260629 |X+BE      |  9.6    |  10.9      |K |            |     |                    |     |                 |75216 75217|
680443 |V0443 Pup  |074550.4-341948 |E/WR      | 10.49   |(  0.04    )|V |            |     |                    |     |                 |75067 CoD  |
680445 |V0445 Pup  |073756.9-255659 |NC:       |  8.6    |< 14.       |V |            |     |                    |     |                 |76257 USNO |
680456 |V0456 Pup  |073558.0-181952 |SR:       | 11.35   |(  1.0     )|V |            |     |                    |     |                 |76012 GSC  |
680467 |V0467 Pup  |073942.0-222218 |SR:       | 11.2    |  12.5      |V |            |     |                    |     |                 |76012 GSC  |
680473 |V0473 Pup  |074231.6-175459 |SR:       | 11.20   |(  0.8     )|V |            |     |                    |     |                 |76012 GSC  |
680474 |V0474 Pup  |074320.2-163101 |SR:       | 10.82   |(  0.8     )|V |            |     |                    |     |                 |76012 GSC  |
680486 |V0486 Pup  |075205.4-300506 |LB:       | 11.5    |  12.1      |V |            |     |                    |     |                 |76012 GSC  |
680492 |V0492 Pup  |075405.3-161716 |SR:       | 11.2    |  12.7      |V |            |     |                    |     |                 |76012 GSC  |
680494 |V0494 Pup  |075427.8-322058 |SR:       | 10.9    |  12.0      |V |            |     |                    |     |                 |76012 GSC22|
680496 |V0496 Pup  |075517.2-322725 |GCAS:     | 11.3    |  12.2      |V |            |     |                    |     |                 |76012 GSC  |
680500 |V0500 Pup  |075643.0-281516 |SR:       | 11.4    |  11.9      |V |            |     |                    |     |                 |76012 GSC  |
680509 |V0509 Pup  |080225.5-303216 |SR:       | 11.3    |  12.3      |V |            |     |                    |     |                 |76012 GSC22|
680513 |V0513 Pup  |080322.2-313012 |SR:       | 10.8    |  11.7      |V |            |     |                    |     |                 |76012 GSC  |
680515 |V0515 Pup  |080342.4-312646 |SR:       | 11.4    |  12.2      |V |            |     |                    |     |                 |76012 GSC  |
680519 |V0519 Pup  |080703.5-323845 |SR:       | 11.1    |  12.0      |V |            |     |                    |     |                 |76012 GSC22|
680521 |V0521 Pup  |080705.1-294744 |SR:       | 10.4    |  11.68     |V |            |     |                    |     |                 |76012 GSC22|
680526 |V0526 Pup  |080806.6-325712 |SR:       | 10.9    |  11.8      |V |            |     |                    |     |                 |76012 GSC22|
680527 |V0527 Pup  |080839.6-254322 |SR:       | 11.4    |  12.4      |V |            |     |                    |     |                 |76012 GSC  |
680531 |V0531 Pup  |081010.0-293203 |SR:       | 10.58   |  11.6      |V |            |     |                    |     |                 |76012 GSC  |
680544 |V0544 Pup  |081613.5-323505 |SR:       | 11.3    |  12.4      |V |            |     |                    |     |                 |76012 GSC  |
680546 |V0546 Pup  |081713.2-341715 |SR:       | 10.5    |  11.2      |V |            |     |                    |     |                 |76012 DM   |
680552 |V0552 Pup  |082057.1-191503 |SRD       |  9.09   |(  0.5     )|V |            |     |                    |     |                 |76084 DM   |
680557 |V0557 Pup  |082253.4-151828 |SR:       | 11.3    |  13.7      |V |            |     |                    |     |                 |76012 USNO |
680560 |V0560 Pup  |082403.1-264459 |SR:       | 11.2    |  12.0      |V |            |     |                    |     |                 |76012 DM   |
680561 |V0561 Pup  |082425.9-242123 |M:        | 11.2    |  14.8      |V |            |     |                    |     |                 |76012 GSC22|
680562 |V0562 Pup  |082445.9-334514 |SR:       | 11.3    |  12.8      |V |            |     |                    |     |                 |76012 GSC22|
680564 |V0564 Pup  |082502.6-252200 |SR:       | 11.29   |(  0.8     )|V |            |     |                    |     |                 |76012 DM   |
680567 |V0567 Pup  |082639.2-132822 |SR:       | 11.4    |  12.4      |V |            |     |                    |     |                 |76012 GSC  |
680570 |V0570 Pup  |073128.9-261651 |SR:       | 10.4    |  12.4      |* |            |     |                    |     |                 |77004 USNO |
680572 |V0572 Pup  |081228.4-311452 |X         | 10.66   |  11.43     |K |            |     |                    |     |                 |77069 UCAC2|
680573 |V0573 Pup  |082135.7-152545 |BY:       |  8.75   |   8.98     |V |            |     |                    |     |                 |77053 DM   |
680577 |V0577 Pup  |065512.4-360710 |M         | 11.5    |< 14.4      |V |52628       |     |   286.             |     |Me               |78090 2MASS|
680578 |V0578 Pup  |071705.8-344939 |M         | 11.2    |< 14.5      |V |52748       |     |   469.             |     |M7e              |78130 USNO |
680580 |V0580 Pup  |071905.0-425801 |SRA       |  9.7    |  11.5      |V |52956.      |     |   350.9            |50   |R                |78130 GSC  |
