Configuration Matrix Start Identifier	CCD	Camera ID	Camera Line	Camera Model (U or E Prefix)	Interline CCD?	Supports Serial Port A? (Driver INFO)	Supports Serial Port B? (Driver INFO)	CCD Sensor Type? - (TRUE=CCD or FALSE=CMOS)	Total Columns	Imaging Columns	Clamp Columns (R13)	Pre ROI Skip Columns	Post ROI Skip Columns (R16)	Overscan Columns (R17)	Total Rows	Imaging Rows	Default Vertical Offset (Underscan) (R30)	Vertical Overscan Rows	Default Vflush binning	Enable Single Row ROI Offset?	Row Offset Binning	Hflush Disable? (R2.6)	"Default Shutter Close Delay, ms (R20)"	"Pixel Size (x), u - INFO"	"Pixel Size (y), u - INFO"	Color? - INFO	Gain (16) - INFO	"Minimum Suggested Exp Time, ms (Driver INFO)"	Camera Supports Cooling? (Driver INFO)	Camera Supports Regulated Cooling? (Driver INFO)	Default Desired Temperature - Degrees C (R55)	Temperature Ramp 1 Rate (R57)	Temperature Ramp 2 Rate (R58)	Default Backoff Temp Value - Degrees C (R60)	PRI A/D Type	ALT A/D Type	PRI A/D Latency	ALT A/D Latency	"IR Preflash Time, ms (R23 - share w/strobe pos)"	A/D Configuration Value (R62)	Default A/D Gain Value - LEFT (R62)	Default Clamp/Offset Value - LEFT (R62)	Default A/D Gain Value - RIGHT (R62)	Default Clamp/Offset Value - RIGHT (R62)	Default R Voltage (R27)	Default Data Reduction?	Video Subsample	amp_cutoff_disable	num Ad Outputs	Supports Single/Dual Readout Switching?	Vertical Pattern (.txt)	"Skip Pattern, 16 bit, gain 1 (.txt)"	"Clamp Pattern, 16 bit, gain 1 (.txt)"	"ROI Pattern, 16 bit, gain 1 (.txt)"	"Skip Pattern, 12 bit (.txt)"	"Clamp Pattern, 12 bit (.txt)"	"ROI Pattern, 12 bit (.txt)"	"Vertical Pattern, Video (.txt)"	"Skip Pattern, Video (.txt)"	"Clamp Pattern,  Video (.txt)"	"ROI Pattern, Video (.txt)"	"Skip Pattern Dual, normal (.txt)"	"Clamp Pattern Dual, normal (.txt)"	"ROI Pattern Dual, normal (.txt)"	"Skip Pattern Dual, fast (.txt)"	"Clamp Pattern Dual, fast (.txt)"	"ROI Pattern Dual, Fast (.txt)"
StartCcd	KAF16803	408	AltaF	16M	FALSE	FALSE	FALSE	TRUE	4145	4096	36	0	0	13	4128	4096	21	11	1	FALSE	1	FALSE	450	9	9	FALSE	1.5	30	TRUE	TRUE	-20	1000	2000	2	3	3	4	4	160	216	40	20	40	20	1000	TRUE	3	0	1	FALSE	FKV1	FKHS1A	FKHS1A	FKHR1A	FKHS1B	FKHS1B	FKHR1B	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF16801	409	AltaF	16	FALSE	FALSE	FALSE	TRUE	4145	4096	36	0	0	13	4128	4096	21	11	1	FALSE	1	FALSE	450	9	9	FALSE	1.5	30	TRUE	TRUE	-20	1000	2000	2	3	3	4	4	160	88	27	0	27	0	1000	TRUE	3	0	1	FALSE	FKV5	FKHS5	FKHS5	FKHR5A	FKHS5	FKHS5	FKHR5B	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD4240	410	AltaF	42	FALSE	FALSE	FALSE	TRUE	2148	2048	50	0	0	50	2052	2048	2	2	1	FALSE	1	FALSE	450	13.5	13.5	FALSE	1.5	30	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	48	265	1000	TRUE	3	1	1	FALSE	MV2C	NF47S12	NF47S12	NF42R	FF47S12	FF47S12	FF42R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	S10140-1108	411	AltaF	1108	FALSE	FALSE	FALSE	TRUE	2068	2048	10	0	0	10	256	250	4	2	1	FALSE	1	FALSE	100	12	12	FALSE	1	30	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	55	490	1000	TRUE	3	0	1	FALSE	F10140V	NF10140S	NF10140S	NF1109R	FF10140S	FF10140S	FF1109R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF4320E	412	PMO	4320	FALSE	FALSE	FALSE	TRUE	2102	2084	9	0	0	9	2094	2086	4	4	1	FALSE	1	FALSE	0	24	24	FALSE	5.5	1	TRUE	TRUE	-20	2200	4000	2	3	3	2	2	160	216	0	0	0	0	1000	TRUE	7	0	4	FALSE	FKV4	FKHS4	FKHS4	FKHR4AQ	FKHS4	FKHS4	FKHR4AQ	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	S10140-1107	413	AltaF	1107	FALSE	FALSE	FALSE	TRUE	2068	2048	10	0	0	10	128	122	4	2	1	FALSE	1	FALSE	100	12	12	FALSE	1	30	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	55	490	1000	TRUE	3	0	1	FALSE	F10140V	NF10140S	NF10140S	NF1109R	FF10140S	FF10140S	FF1109R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	S10140-1008	414	AltaF	1008	FALSE	FALSE	FALSE	TRUE	1044	1024	10	0	0	10	256	250	4	2	1	FALSE	1	FALSE	100	12	12	FALSE	1	30	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	55	490	1000	TRUE	3	0	1	FALSE	F10140V	NF10140S	NF10140S	NF1109R	FF10140S	FF10140S	FF1109R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	S10140-1009	415	AltaF	1009	FALSE	FALSE	FALSE	TRUE	1044	1024	10	0	0	10	512	506	4	2	1	FALSE	1	FALSE	100	12	12	FALSE	1	30	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	55	490	1000	TRUE	3	0	1	FALSE	F10140V	NF10140S	NF10140S	NF1109R	FF10140S	FF10140S	FF1109R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF1603	417	AltaF	2	FALSE	FALSE	FALSE	TRUE	1564	1536	14	0	0	14	1032	1024	4	4	1	FALSE	1	FALSE	100	9	9	FALSE	1.5	10	TRUE	TRUE	-20	700	4000	2	1	3	2	4	160	88	0	0	40	325	1000	TRUE	3	0	1	FALSE	F6V	NF6S	NF6S	NF6R	FF6S	FF6S	FF6R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD3011	418	AltaF	30	FALSE	FALSE	FALSE	TRUE	1040	1024	8	0	0	8	256	256	0	0	1	FALSE	1	FALSE	300	26	26	FALSE	9.1	10	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	48	320	1000	TRUE	3	1	1	FALSE	F30VAIMO	NF30S	NF30S	NF30R	FF30S	FF30S	FF30R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF16803	419	Aspen	16M	FALSE	FALSE	FALSE	TRUE	4145	4096	36	0	0	13	4128	4096	21	11	1	FALSE	1	FALSE	300	9	9	FALSE	1.5	100	TRUE	TRUE	-20	1000	2000	2	1	3	1	4	160	216	35	267	35	2	1000	TRUE	3	0	1	FALSE	FKV1	FKHS1B8	FKHS1B8	NCG16M	FKHS1B8	FKHS1B8	FCG16M	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF8300	420	Aspen	8300	FALSE	FALSE	FALSE	TRUE	3448	3326	43	0	0	79	2574	2504	46	24	1	FALSE	1	FALSE	300	5.4	5.4	FALSE	0.8	100	TRUE	TRUE	-20	1000	2000	2	1	3	1	4	160	88	32	290	32	297	1000	TRUE	3	0	1	FALSE	FKV1B	NCG8300S	NCG8300S	NCG8300	FCG8300S	FCG8300S	FCG8300	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF1001E	421	Aspen	6	FALSE	FALSE	FALSE	TRUE	1044	1024	8	0	0	12	1032	1024	4	4	1	FALSE	1	FALSE	300	24	24	FALSE	1.5	100	TRUE	TRUE	-20	1000	2000	2	1	3	2	4	160	216	27	260	27	260	1000	TRUE	3	0	1	FALSE	F6V	NF6S	NF6S	NCG6	FF6S	FF6S	FCG6	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD7700	422	Aspen	77	FALSE	FALSE	FALSE	TRUE	527	512	15	0	0	0	512	512	0	0	1	FALSE	1	FALSE	300	24	24	FALSE	2	100	TRUE	TRUE	-20	1000	2000	2	1	3	2	4	160	88	10	0	10	0	1000	TRUE	3	1	1	FALSE	NCG77V	NCG77S	NCG77S	NCG77	FCG77S	FCG77S	FCG77	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF09000	423	Aspen	9000	FALSE	FALSE	FALSE	TRUE	3103	3056	35	0	0	12	3086	3056	20	10	1	FALSE	1	FALSE	300	12	12	FALSE	1.5	100	TRUE	TRUE	-20	1000	2000	2	1	3	1	4	160	216	27	25	27	15	1000	TRUE	3	0	1	FALSE	FKV1	FKHS1B8	FKHS1B8	NCG16M	FKHS1B8	FKHS1B8	FCG16M	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD4240	424	Aspen	42AIMO	FALSE	TRUE	TRUE	TRUE	2148	2048	50	0	0	50	2052	2048	2	2	1	FALSE	1	FALSE	300	13.5	13.5	FALSE	2	100	TRUE	TRUE	-20	1000	2000	2	1	3	1	4	160	88	40	0	40	0	1000	FALSE	3	1	1	FALSE	CG42AIMOV	NCG42S	NCG42S	NCG42	FCG42S	FCG42S	FCG42	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD4240UV	425	Aspen	42NIMO	FALSE	TRUE	TRUE	TRUE	2148	2048	50	0	0	50	2052	2048	2	2	1	FALSE	1	FALSE	300	13.5	13.5	FALSE	2	100	TRUE	TRUE	-20	1000	2000	2	1	3	1	4	160	88	40	0	40	0	1000	FALSE	3	1	1	FALSE	CG42NIMOV	NCG42S	NCG42S	NCG42	FCG42S	FCG42S	FCG42	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF16803	426	AltaF	16M	FALSE	FALSE	FALSE	TRUE	4145	4096	36	0	0	13	4128	4096	21	11	1	FALSE	1	FALSE	450	9	9	FALSE	1.5	30	TRUE	TRUE	-20	1500	4000	2	1	3	1	4	160	216	35	267	35	2	1000	TRUE	3	0	1	FALSE	FKV1	FKHS1B8	FKHS1B8	NCG16M	FKHS1B8	FKHS1B8	FCG16M	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD4710	427	Aspen	47	FALSE	FALSE	FALSE	TRUE	1072	1024	24	0	0	24	1027	1024	2	1	1	FALSE	1	FALSE	300	13	13	FALSE	1.5	100	TRUE	TRUE	-20	1000	2000	2	1	3	3	4	160	88	58	0	58	320	1000	TRUE	3	1	1	FALSE	CG47V	NCG42S	NCG42S	NCG47	FCG42S	FCG42S	FCG42	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF16801	428	AltaF	16	FALSE	FALSE	FALSE	TRUE	4145	4096	36	0	0	13	4128	4096	21	11	1	FALSE	1	FALSE	450	9	9	FALSE	1.5	30	TRUE	TRUE	-20	1500	3000	2	1	3	1	4	160	88	27	0	27	0	1000	TRUE	3	0	1	FALSE	FKV5	FKHS5	FKHS5	NCG16	FKHS5	FKHS5	FKHR5C	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD230	429	AltaF	230	FALSE	TRUE	TRUE	TRUE	2148	2048	50	0	0	50	2064	2048	8	8	1	FALSE	1	FALSE	300	15	15	FALSE	2.4	30	TRUE	TRUE	-20	1500	3000	2	1	3	1	4	160	88	47	0	47	0	1000	FALSE	1	1	1	FALSE	MV230t	NS230	NS230	NR230	FS230	FS230	FR230	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF8300C	430	AltaF	8300C	FALSE	FALSE	FALSE	TRUE	3448	3326	43	0	0	79	2574	2504	46	24	1	FALSE	1	FALSE	300	5.4	5.4	TRUE	0.8	30	TRUE	TRUE	-20	1500	4000	2	1	3	1	4	160	88	0	0	16	30	1000	TRUE	3	0	1	FALSE	FKV1B	FKHS1i	FKHS1i	FKHR1i	FKHS1c	FKHS1c	FKHR1c	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD7700	431	AltaF	77	FALSE	FALSE	FALSE	TRUE	527	512	15	0	0	0	512	512	0	0	1	FALSE	1	FALSE	300	24	24	FALSE	2	100	TRUE	TRUE	-20	1000	2000	2	1	3	2	4	160	88	10	0	10	0	1000	TRUE	3	1	1	FALSE	F77V	NF77S	NF77S	NCG77	FF77S	FF77S	FF77R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF09000	432	AltaF	9000	FALSE	FALSE	FALSE	TRUE	3103	3056	35	0	0	12	3086	3056	20	10	1	FALSE	1	FALSE	450	12	12	FALSE	1.5	30	TRUE	TRUE	-20	1500	3000	2	1	3	1	4	160	216	35	267	35	2	1000	TRUE	3	0	1	FALSE	FKV1	FKHS1B8	FKHS1B8	NCG16M	FKHS1B8	FKHS1B8	FCG16M	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD3041	433	AltaF	3041	FALSE	FALSE	FALSE	TRUE	2080	2048	16	0	0	16	2112	2048	32	32	4	FALSE	1	FALSE	300	15	15	FALSE	1	30	TRUE	TRUE	-20	1000	2000	2	1	3	2	4	160	216	56	335	56	325	1000	FALSE	1	0	1	FALSE	F3041V	NS3041	NS3041	NR3041	FS3041	FS3041	FR3041	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD230	434	Aspen	230	FALSE	FALSE	FALSE	TRUE	2148	2048	50	0	0	50	2064	2048	8	8	1	FALSE	1	FALSE	300	15	15	FALSE	2.4	100	TRUE	TRUE	-20	1000	2000	2	1	3	1	4	160	88	47	0	47	0	1000	FALSE	1	1	1	FALSE	MV230b	NS230b	NS230b	NR230b	FS230b	FS230b	FR230b	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI8050	435	Aspen	8050	TRUE	FALSE	FALSE	TRUE	3386	3296	45	0	0	45	2520	2472	24	24	1	FALSE	1	FALSE	0	5.5	5.5	FALSE	0.5	0.1	TRUE	TRUE	-20	1000	2000	2	1	3	2	4	160	88	25	272	25	272	1000	TRUE	1	0	1	TRUE	AV4E	NCG8050S	NCG8050S	NCG16070	AS4	AS4	FCG16070	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF4301E	436	AltaF	4301	FALSE	FALSE	FALSE	TRUE	2102	2084	8	0	0	10	2092	2084	4	4	1	FALSE	1	FALSE	450	24	24	FALSE	3	333	TRUE	TRUE	-20	2200	4000	2	1	3	1	4	160	216	33	0	33	0	1000	TRUE	3	0	1	FALSE	FKV6B	NF6S	NF6S	NCG6	FKHS6	FKHS6	FKHR6C	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	S10140-1007	437	Aspen	1007	FALSE	FALSE	FALSE	TRUE	1044	1024	10	0	0	10	128	122	4	2	1	FALSE	1	FALSE	300	12	12	FALSE	1	100	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	55	490	1000	TRUE	3	0	1	FALSE	F10140V	NF10140S	NF10140S	NF1109R	FF10140S	FF10140S	FF1109R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF50100	438	AltaF	50100	FALSE	FALSE	FALSE	TRUE	8304	8176	64	0	0	64	6220	6132	45	43	1	FALSE	1	FALSE	300	9	9	FALSE	1.5	100	TRUE	TRUE	-20	1500	3000	2	3	3	4	4	160	88	0	0	0	0	1000	TRUE	3	0	2	FALSE	VF50100	NF50100S	NF50100S	NF50100RD	FF50100S	FF50100S	FF50100RD	NoOpV	NoOpH	NoOpH	NoOpH	NF50100S	NF50100S	NF50100RD	FF50100S	FF50100S	FF50100RD
StartCcd	KAF06303	439	Aspen	9	FALSE	FALSE	FALSE	TRUE	3100	3072	16	0	0	12	2056	2048	4	4	1	FALSE	1	FALSE	450	9	9	FALSE	1.5	30	TRUE	TRUE	-20	1000	4000	2	1	3	1	4	160	88	0	0	22	300	1000	TRUE	3	0	1	FALSE	F6V	NCG9S	NCG9S	NF9R	FF9S	FF9S	FF9R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD4240UV	440	AltaF	42NIMO	FALSE	FALSE	FALSE	TRUE	2148	2048	50	0	0	50	2052	2048	2	2	1	FALSE	1	FALSE	450	13.5	13.5	FALSE	1.5	30	TRUE	TRUE	-20	700	4000	2	1	3	1	4	160	88	0	0	48	265	1000	TRUE	3	1	1	FALSE	MV2CN	NF47S12	NF47S12	NF42R	FF47S12	FF47S12	FF42R	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD7700	441	Aspen	77	FALSE	FALSE	FALSE	TRUE	527	512	15	0	0	0	512	512	0	0	1	FALSE	1	FALSE	300	24	24	FALSE	2	100	TRUE	TRUE	-20	1000	2000	2	1	3	2	4	160	88	10	0	10	0	1000	TRUE	3	1	1	FALSE	NCG77VREGA	NCG77SREGA	NCG77SREGA	NCG77REGA	FCG77SREGA	FCG77SREGA	FCG77REGA	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI16070	442	Aspen	16070	TRUE	FALSE	FALSE	TRUE	4932	4864	34	0	0	34	3300	3232	24	24	1	FALSE	1	FALSE	0	7.4	7.4	FALSE	0.5	0.1	TRUE	TRUE	-10	1000	2000	2	1	3	1	4	160	88	25	272	25	272	1000	TRUE	9	0	2	TRUE	KV6B2	NCG16070S	NCG16070S	NCG16070B	AS2	AS2	FCG16070	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAI8050	443	Aspen	8050	TRUE	FALSE	FALSE	TRUE	3386	3296	45	0	0	45	2520	2472	24	24	1	FALSE	1	FALSE	0	5.5	5.5	FALSE	0.5	0.1	TRUE	TRUE	-20	1000	2000	2	1	3	2	4	160	88	25	272	25	272	1000	TRUE	1	0	1	TRUE	AV4E	NCG8050S	NCG8050S	NCG16070B	AS4	AS4	FCG16070	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	KAF8300	444	AltaF	F8300-S-D04-S43-1T3 (Azure)	FALSE	FALSE	FALSE	TRUE	3448	3326	43	0	0	79	2574	2504	46	24	1	FALSE	1	FALSE	300	5.4	5.4	FALSE	0.8	30	TRUE	TRUE	-20	50	200	0	1	3	1	4	160	88	0	0	16	30	1000	TRUE	3	0	1	FALSE	FKV1B	FKHS1i	FKHS1i	FKHR1i	FKHS1c	FKHS1c	FKHR1c	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
StartCcd	CCD203-82	511	HiC	203	FALSE	FALSE	FALSE	TRUE	4196	4096	50	0	0	50	4136	4136	0	0	1	FALSE	1	FALSE	450	12	12	FALSE	2.7	30	TRUE	TRUE	-20	2200	4000	2	3	3	2	2	160	88	46	50	46	50	1000	TRUE	3	1	4	FALSE	FEV1	FEHS1A	FEHS1A	FEHR1AQ	FEHS1B	FEHS1B	FEHR1BQ	NoOpV	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH	NoOpH
